1 6.33729e-05 1.76748e-05 1.79769e+308 1.79769e+308 inf inf
2 6.47516e-05 3.43708e-05 1.79769e+308 1.79769e+308 inf inf
3 5.54257e-05 2.2981e-05 3.43708e-05 1.79769e+308 3.67888 inf
4 1.46681e-05 2.71848e-05 2.2981e-05 1.79769e+308 3.00819 inf
5 1.42997e-05 2.01427e-05 2.2981e-05 1.79769e+308 3.00819 inf
6 3.72011e-05 1.9652e-05 2.01427e-05 1.79769e+308 2.8163 inf
7 3.64817e-05 5.38314e-05 1.9652e-05 1.79769e+308 2.78179 inf
8 3.67195e-05 2.48556e-05 1.9652e-05 1.79769e+308 2.78179 inf
9 1.59076e-05 2.11407e-05 1.9652e-05 1.79769e+308 2.78179 inf
10 3.01526e-05 2.31972e-05 1.9652e-05 1.79769e+308 2.78179 inf
11 1.225e-05 2.09449e-05 1.9652e-05 1.79769e+308 2.78179 inf
12 2.43459e-05 2.411e-05 1.9652e-05 1.79769e+308 2.78179 inf
13 2.57051e-05 2.57399e-05 1.9652e-05 1.79769e+308 2.78179 inf
14 3.32509e-05 2.30212e-05 1.9652e-05 1.79769e+308 2.78179 inf
15 1.24391e-05 3.55218e-05 1.9652e-05 1.79769e+308 2.78179 inf
16 2.28528e-05 2.19638e-05 1.9652e-05 1.79769e+308 2.78179 inf
17 1.98735e-05 2.087e-05 1.9652e-05 1.79769e+308 2.78179 inf
18 1.08108e-05 2.26732e-05 1.9652e-05 1.79769e+308 2.78179 inf
19 1.7431e-05 2.41224e-05 1.9652e-05 1.79769e+308 2.78179 inf
20 1.16357e-05 2.38433e-05 1.9652e-05 1.79769e+308 2.78179 inf
21 1.36123e-05 2.08263e-05 1.9652e-05 1.79769e+308 2.78179 inf
22 1.98648e-05 2.65496e-05 1.9652e-05 1.79769e+308 2.78179 inf
23 1.19417e-05 2.23144e-05 1.9652e-05 1.79769e+308 2.78179 inf
24 1.02607e-05 2.16382e-05 1.9652e-05 1.79769e+308 2.78179 inf
25 1.96304e-05 2.03725e-05 1.9652e-05 1.79769e+308 2.78179 inf
