1 0.00417982 0.000620828 1.79769e+308 1.79769e+308 inf inf
2 0.000393032 0.000408748 1.79769e+308 1.79769e+308 inf inf
3 0.00028629 0.000301266 0.000408748 1.79769e+308 12.6867 inf
4 0.000180308 0.000243261 0.000301266 1.79769e+308 10.8917 inf
5 0.000133126 0.000191947 0.000243261 1.79769e+308 9.78716 inf
6 0.00010716 0.000147647 0.000191947 1.79769e+308 8.69383 inf
7 0.00286182 0.000330407 0.000147647 1.79769e+308 7.62486 inf
8 0.000247414 0.000809694 0.000147647 1.79769e+308 7.62486 inf
9 0.000180765 0.000176758 0.000147647 1.79769e+308 7.62486 inf
10 0.000132959 0.000163322 0.000147647 1.79769e+308 7.62486 inf
11 0.000105509 0.000135377 0.000147647 1.79769e+308 7.62486 inf
12 0.00238765 0.000259096 0.000135377 1.79769e+308 7.30118 inf
13 0.000176378 0.000205637 0.000135377 1.79769e+308 7.30118 inf
14 0.000158102 0.000168419 0.000135377 1.79769e+308 7.30118 inf
15 0.000119556 0.000138642 0.000135377 1.79769e+308 7.30118 inf
16 9.48285e-05 0.000200738 0.000135377 1.79769e+308 7.30118 inf
17 0.000494497 0.000151322 0.000135377 1.79769e+308 7.30118 inf
18 9.01534e-05 0.000121009 0.000135377 1.79769e+308 7.30118 inf
19 7.63292e-05 0.000101383 0.000121009 1.79769e+308 6.90285 inf
20 6.8571e-05 9.20861e-05 0.000101383 1.79769e+308 6.31832 inf
21 5.81185e-05 7.86513e-05 9.20861e-05 1.79769e+308 6.02168 inf
22 0.00036051 0.00016723 7.86513e-05 1.79769e+308 5.5651 inf
23 6.23757e-05 0.000101852 7.86513e-05 1.79769e+308 5.5651 inf
24 5.56419e-05 8.5059e-05 7.86513e-05 1.79769e+308 5.5651 inf
25 5.21982e-05 8.21468e-05 7.86513e-05 1.79769e+308 5.5651 inf
26 4.64942e-05 7.33516e-05 7.86513e-05 1.79769e+308 5.5651 inf
27 4.39127e-05 7.01338e-05 7.33516e-05 1.79769e+308 5.37434 inf
28 3.88013e-05 6.54467e-05 7.01338e-05 1.79769e+308 5.25514 inf
29 0.000519602 0.000140486 6.54467e-05 1.79769e+308 5.0765 inf
30 6.60455e-05 0.000111888 6.54467e-05 1.79769e+308 5.0765 inf
31 5.68533e-05 8.51999e-05 6.54467e-05 1.79769e+308 5.0765 inf
32 4.96972e-05 8.10388e-05 6.54467e-05 1.79769e+308 5.0765 inf
33 4.34651e-05 8.34997e-05 6.54467e-05 1.79769e+308 5.0765 inf
34 3.96501e-05 6.81973e-05 6.54467e-05 1.79769e+308 5.0765 inf
